Validation error, mini-batch count, D/T.
0.323236, 29050, 2018-03-09 14:01:20.
0.323192, 29100, 2018-03-09 14:01:43.
0.322558, 29150, 2018-03-09 14:02:06.
0.322767, 29200, 2018-03-09 14:02:29.
0.323565, 29250, 2018-03-09 14:02:51.
0.323799, 29300, 2018-03-09 14:03:14.
0.322784, 29350, 2018-03-09 14:03:37.
0.322998, 29400, 2018-03-09 14:04:00.
0.324279, 29450, 2018-03-09 14:04:22.
0.324585, 29500, 2018-03-09 14:04:45.
0.322914, 29550, 2018-03-09 14:05:08.
0.323206, 29600, 2018-03-09 14:05:31.
0.322272, 29650, 2018-03-09 14:05:53.
0.322456, 29700, 2018-03-09 14:06:16.
0.325328, 29750, 2018-03-09 14:06:41.
0.322357, 29800, 2018-03-09 14:07:07.
0.323011, 29850, 2018-03-09 14:07:33.
0.322397, 29900, 2018-03-09 14:07:59.
0.322073, 29950, 2018-03-09 14:08:25.
0.320902, 30000, 2018-03-09 14:08:52.
0.323425, 30050, 2018-03-09 14:09:18.
0.323278, 30100, 2018-03-09 14:09:42.
0.323218, 30150, 2018-03-09 14:10:05.
0.323164, 30200, 2018-03-09 14:10:28.
0.322445, 30250, 2018-03-09 14:10:50.
0.321024, 30300, 2018-03-09 14:11:13.
0.322574, 30350, 2018-03-09 14:11:36.
0.323623, 30400, 2018-03-09 14:11:58.
0.325287, 30450, 2018-03-09 14:12:21.
0.32259, 30500, 2018-03-09 14:12:43.
0.32265, 30550, 2018-03-09 14:13:06.
0.322782, 30600, 2018-03-09 14:13:28.
0.322153, 30650, 2018-03-09 14:13:51.
0.321849, 30700, 2018-03-09 14:14:14.
0.324898, 30750, 2018-03-09 14:14:36.
0.324887, 30800, 2018-03-09 14:15:00.
0.32338, 30850, 2018-03-09 14:15:26.
0.322348, 30900, 2018-03-09 14:15:52.
0.321689, 30950, 2018-03-09 14:16:17.
0.322181, 31000, 2018-03-09 14:16:43.
0.323436, 31050, 2018-03-09 14:17:09.
0.323245, 31100, 2018-03-09 14:17:34.
0.323863, 31150, 2018-03-09 14:17:59.
0.322795, 31200, 2018-03-09 14:18:22.
0.322905, 31250, 2018-03-09 14:18:44.
0.321296, 31300, 2018-03-09 14:19:07.
0.323341, 31350, 2018-03-09 14:19:29.
0.321877, 31400, 2018-03-09 14:19:52.
0.321451, 31450, 2018-03-09 14:20:14.
0.321219, 31500, 2018-03-09 14:20:37.
0.322973, 31550, 2018-03-09 14:20:59.
0.321859, 31600, 2018-03-09 14:21:21.
0.321252, 31650, 2018-03-09 14:21:44.
0.321292, 31700, 2018-03-09 14:22:07.
0.322689, 31750, 2018-03-09 14:22:29.
0.321328, 31800, 2018-03-09 14:22:52.
0.321418, 31850, 2018-03-09 14:23:14.
0.321805, 31900, 2018-03-09 14:23:37.
0.322612, 31950, 2018-03-09 14:23:59.
0.321796, 32000, 2018-03-09 14:24:24.
0.322845, 32050, 2018-03-09 14:24:50.
0.322497, 32100, 2018-03-09 14:25:15.
0.323351, 32150, 2018-03-09 14:25:39.
0.323557, 32200, 2018-03-09 14:26:05.
0.322051, 32250, 2018-03-09 14:26:31.
0.322615, 32300, 2018-03-09 14:26:56.
0.324715, 32350, 2018-03-09 14:27:21.
0.323277, 32400, 2018-03-09 14:27:43.
0.322597, 32450, 2018-03-09 14:28:06.
0.323199, 32500, 2018-03-09 14:28:28.
0.321443, 32550, 2018-03-09 14:28:51.
0.322659, 32600, 2018-03-09 14:29:13.
0.322115, 32650, 2018-03-09 14:29:36.
0.321726, 32700, 2018-03-09 14:30:00.
0.32308, 32750, 2018-03-09 14:30:25.
0.322496, 32800, 2018-03-09 14:30:50.
0.320883, 32850, 2018-03-09 14:31:18.
0.321695, 32900, 2018-03-09 14:31:44.
0.322124, 32950, 2018-03-09 14:32:09.
0.321208, 33000, 2018-03-09 14:32:34.
0.32292, 33050, 2018-03-09 14:32:59.
0.321562, 33100, 2018-03-09 14:33:22.
0.322831, 33150, 2018-03-09 14:33:44.
0.321745, 33200, 2018-03-09 14:34:07.
0.323276, 33250, 2018-03-09 14:34:30.
0.32337, 33300, 2018-03-09 14:34:52.
0.322163, 33350, 2018-03-09 14:35:15.
0.322515, 33400, 2018-03-09 14:35:37.
0.323642, 33450, 2018-03-09 14:36:00.
0.323155, 33500, 2018-03-09 14:36:22.
0.320864, 33550, 2018-03-09 14:36:47.
0.321055, 33600, 2018-03-09 14:37:10.
0.322604, 33650, 2018-03-09 14:37:32.
0.321829, 33700, 2018-03-09 14:37:55.
0.32562, 33750, 2018-03-09 14:38:17.
0.323997, 33800, 2018-03-09 14:38:40.
0.327068, 33850, 2018-03-09 14:39:03.
0.322261, 33900, 2018-03-09 14:39:25.
0.321649, 33950, 2018-03-09 14:39:48.
0.323419, 34000, 2018-03-09 14:40:10.
0.322133, 34050, 2018-03-09 14:40:33.
0.322587, 34100, 2018-03-09 14:40:55.
0.323762, 34150, 2018-03-09 14:41:18.
0.322114, 34200, 2018-03-09 14:41:40.
0.322562, 34250, 2018-03-09 14:42:03.
0.323252, 34300, 2018-03-09 14:42:25.
0.32238, 34350, 2018-03-09 14:42:48.
0.322236, 34400, 2018-03-09 14:43:10.
0.324153, 34450, 2018-03-09 14:43:33.
0.322394, 34500, 2018-03-09 14:43:55.
0.32112, 34550, 2018-03-09 14:44:18.
0.32129, 34600, 2018-03-09 14:44:41.
0.322315, 34650, 2018-03-09 14:45:03.
0.32127, 34700, 2018-03-09 14:45:26.
0.321945, 34750, 2018-03-09 14:45:48.
0.320891, 34800, 2018-03-09 14:46:11.
0.324232, 34850, 2018-03-09 14:46:33.
0.322288, 34900, 2018-03-09 14:46:56.
0.320657, 34950, 2018-03-09 14:47:21.
0.319962, 35000, 2018-03-09 14:47:46.
0.321928, 35050, 2018-03-09 14:48:08.
0.321455, 35100, 2018-03-09 14:48:31.
0.321764, 35150, 2018-03-09 14:48:54.
0.322919, 35200, 2018-03-09 14:49:16.
0.32209, 35250, 2018-03-09 14:49:39.
0.321088, 35300, 2018-03-09 14:50:01.
0.322397, 35350, 2018-03-09 14:50:24.
0.32179, 35400, 2018-03-09 14:50:47.
0.321171, 35450, 2018-03-09 14:51:09.
0.321454, 35500, 2018-03-09 14:51:32.
0.322434, 35550, 2018-03-09 14:51:54.
0.32138, 35600, 2018-03-09 14:52:17.
0.321529, 35650, 2018-03-09 14:52:40.
0.321281, 35700, 2018-03-09 14:53:02.
0.321327, 35750, 2018-03-09 14:53:25.
0.320912, 35800, 2018-03-09 14:53:48.
0.321466, 35850, 2018-03-09 14:54:10.
0.322389, 35900, 2018-03-09 14:54:33.
0.321899, 35950, 2018-03-09 14:54:55.
0.321479, 36000, 2018-03-09 14:55:18.
0.322309, 36050, 2018-03-09 14:55:40.
0.320926, 36100, 2018-03-09 14:56:03.
0.323923, 36150, 2018-03-09 14:56:26.
0.321903, 36200, 2018-03-09 14:56:48.
0.322526, 36250, 2018-03-09 14:57:11.
0.321845, 36300, 2018-03-09 14:57:34.
0.321942, 36350, 2018-03-09 14:57:56.
0.322162, 36400, 2018-03-09 14:58:19.
0.321816, 36450, 2018-03-09 14:58:41.
0.321701, 36500, 2018-03-09 14:59:07.
0.322412, 36550, 2018-03-09 14:59:32.
0.321923, 36600, 2018-03-09 14:59:56.
0.322213, 36650, 2018-03-09 15:00:21.
0.322476, 36700, 2018-03-09 15:00:44.
0.3233, 36750, 2018-03-09 15:01:06.
0.322038, 36800, 2018-03-09 15:01:29.
0.320867, 36850, 2018-03-09 15:01:51.
0.321533, 36900, 2018-03-09 15:02:14.
0.322832, 36950, 2018-03-09 15:02:36.
0.321973, 37000, 2018-03-09 15:02:59.
0.325171, 37050, 2018-03-09 15:03:21.
0.324032, 37100, 2018-03-09 15:03:43.
0.321611, 37150, 2018-03-09 15:04:06.
0.320323, 37200, 2018-03-09 15:04:29.
0.321028, 37250, 2018-03-09 15:04:52.
0.321315, 37300, 2018-03-09 15:05:15.
0.322145, 37350, 2018-03-09 15:05:38.
0.322194, 37400, 2018-03-09 15:06:01.
0.322104, 37450, 2018-03-09 15:06:24.
0.320788, 37500, 2018-03-09 15:06:47.
0.322686, 37550, 2018-03-09 15:07:10.
0.320954, 37600, 2018-03-09 15:07:33.
0.321687, 37650, 2018-03-09 15:07:56.
0.322357, 37700, 2018-03-09 15:08:19.
0.322951, 37750, 2018-03-09 15:08:41.
0.32047, 37800, 2018-03-09 15:09:04.
0.321781, 37850, 2018-03-09 15:09:27.
0.320985, 37900, 2018-03-09 15:09:51.
0.321943, 37950, 2018-03-09 15:10:13.
0.320893, 38000, 2018-03-09 15:10:36.
0.321468, 38050, 2018-03-09 15:10:59.
0.326352, 38100, 2018-03-09 15:11:22.
0.321879, 38150, 2018-03-09 15:11:45.
0.323594, 38200, 2018-03-09 15:12:08.
0.323344, 38250, 2018-03-09 15:12:31.
0.322832, 38300, 2018-03-09 15:12:54.
0.321427, 38350, 2018-03-09 15:13:17.
0.321114, 38400, 2018-03-09 15:13:40.
0.322234, 38450, 2018-03-09 15:14:03.
0.322404, 38500, 2018-03-09 15:14:26.
0.322456, 38550, 2018-03-09 15:14:49.
0.322914, 38600, 2018-03-09 15:15:12.
0.321126, 38650, 2018-03-09 15:15:35.
0.320153, 38700, 2018-03-09 15:15:58.
0.323768, 38750, 2018-03-09 15:16:20.
0.322365, 38800, 2018-03-09 15:16:43.
0.321504, 38850, 2018-03-09 15:17:06.
0.322896, 38900, 2018-03-09 15:17:29.
0.320595, 38950, 2018-03-09 15:17:52.
0.321838, 39000, 2018-03-09 15:18:15.
0.322613, 39050, 2018-03-09 15:18:38.
0.321786, 39100, 2018-03-09 15:19:01.
0.320595, 39150, 2018-03-09 15:19:24.
0.320924, 39200, 2018-03-09 15:19:47.
0.3212, 39250, 2018-03-09 15:20:10.
0.321484, 39300, 2018-03-09 15:20:32.
0.32046, 39350, 2018-03-09 15:20:55.
0.320799, 39400, 2018-03-09 15:21:18.
0.32305, 39450, 2018-03-09 15:21:41.
0.320851, 39500, 2018-03-09 15:22:04.
0.321041, 39550, 2018-03-09 15:22:26.
0.322182, 39600, 2018-03-09 15:22:49.
0.320251, 39650, 2018-03-09 15:23:12.
0.320139, 39700, 2018-03-09 15:23:35.
0.320394, 39750, 2018-03-09 15:23:57.
0.321976, 39800, 2018-03-09 15:24:20.
0.3238, 39850, 2018-03-09 15:24:43.
0.322175, 39900, 2018-03-09 15:25:05.
0.320891, 39950, 2018-03-09 15:25:28.
0.320795, 40000, 2018-03-09 15:25:51.
0.320785, 40050, 2018-03-09 15:26:13.
0.321851, 40100, 2018-03-09 15:26:36.
0.323365, 40150, 2018-03-09 15:26:59.
0.321913, 40200, 2018-03-09 15:27:21.
0.323305, 40250, 2018-03-09 15:27:44.
0.320768, 40300, 2018-03-09 15:28:07.
0.322109, 40350, 2018-03-09 15:28:29.
0.322654, 40400, 2018-03-09 15:28:52.
0.322788, 40450, 2018-03-09 15:29:15.
0.32231, 40500, 2018-03-09 15:29:37.
0.323954, 40550, 2018-03-09 15:30:00.
0.323456, 40600, 2018-03-09 15:30:23.
0.321975, 40650, 2018-03-09 15:30:45.
0.324209, 40700, 2018-03-09 15:31:08.
0.321423, 40750, 2018-03-09 15:31:31.
0.320709, 40800, 2018-03-09 15:31:53.
0.323785, 40850, 2018-03-09 15:32:16.
0.321412, 40900, 2018-03-09 15:32:39.
0.323612, 40950, 2018-03-09 15:33:01.
0.322413, 41000, 2018-03-09 15:33:24.
0.322734, 41050, 2018-03-09 15:33:47.
0.321524, 41100, 2018-03-09 15:34:09.
0.321708, 41150, 2018-03-09 15:34:32.
0.321851, 41200, 2018-03-09 15:34:55.
0.322117, 41250, 2018-03-09 15:35:17.
0.320689, 41300, 2018-03-09 15:35:40.
0.319511, 41350, 2018-03-09 15:36:05.
0.320992, 41400, 2018-03-09 15:36:28.
0.321032, 41450, 2018-03-09 15:36:50.
0.32008, 41500, 2018-03-09 15:37:13.
0.31981, 41550, 2018-03-09 15:37:35.
0.320889, 41600, 2018-03-09 15:37:58.
0.320506, 41650, 2018-03-09 15:38:21.
0.321243, 41700, 2018-03-09 15:38:43.
0.321546, 41750, 2018-03-09 15:39:06.
0.322173, 41800, 2018-03-09 15:39:28.
0.321472, 41850, 2018-03-09 15:39:51.
0.320849, 41900, 2018-03-09 15:40:14.
0.321998, 41950, 2018-03-09 15:40:36.
0.322815, 42000, 2018-03-09 15:40:59.
0.320315, 42050, 2018-03-09 15:41:21.
0.322811, 42100, 2018-03-09 15:41:44.
0.321128, 42150, 2018-03-09 15:42:06.
0.322961, 42200, 2018-03-09 15:42:29.
0.322258, 42250, 2018-03-09 15:42:52.
0.322407, 42300, 2018-03-09 15:43:14.
0.324466, 42350, 2018-03-09 15:43:37.
0.32325, 42400, 2018-03-09 15:43:59.
0.322141, 42450, 2018-03-09 15:44:22.
0.322239, 42500, 2018-03-09 15:44:44.
0.321017, 42550, 2018-03-09 15:45:07.
0.319909, 42600, 2018-03-09 15:45:29.
0.320758, 42650, 2018-03-09 15:45:52.
0.319429, 42700, 2018-03-09 15:46:17.
0.321306, 42750, 2018-03-09 15:46:40.
0.321054, 42800, 2018-03-09 15:47:02.
0.320585, 42850, 2018-03-09 15:47:25.
0.319824, 42900, 2018-03-09 15:47:47.
0.320722, 42950, 2018-03-09 15:48:10.
0.321414, 43000, 2018-03-09 15:48:33.
0.320022, 43050, 2018-03-09 15:48:55.
0.319831, 43100, 2018-03-09 15:49:18.
0.319987, 43150, 2018-03-09 15:49:40.
0.320437, 43200, 2018-03-09 15:50:03.
0.320665, 43250, 2018-03-09 15:50:25.
0.322889, 43300, 2018-03-09 15:50:48.
0.320609, 43350, 2018-03-09 15:51:11.
0.321467, 43400, 2018-03-09 15:51:33.
0.320909, 43450, 2018-03-09 15:51:56.
0.320865, 43500, 2018-03-09 15:52:18.
0.320774, 43550, 2018-03-09 15:52:41.
0.320597, 43600, 2018-03-09 15:53:04.
0.320255, 43650, 2018-03-09 15:53:26.
0.320534, 43700, 2018-03-09 15:53:49.
0.320584, 43750, 2018-03-09 15:54:11.
0.322437, 43800, 2018-03-09 15:54:34.
0.320845, 43850, 2018-03-09 15:54:56.
0.320259, 43900, 2018-03-09 15:55:19.
0.321681, 43950, 2018-03-09 15:55:42.
0.320295, 44000, 2018-03-09 15:56:04.
0.321844, 44050, 2018-03-09 15:56:27.
0.320951, 44100, 2018-03-09 15:56:50.
0.321143, 44150, 2018-03-09 15:57:12.
0.320847, 44200, 2018-03-09 15:57:34.
0.321219, 44250, 2018-03-09 15:57:57.
0.32078, 44300, 2018-03-09 15:58:20.
0.3212, 44350, 2018-03-09 15:58:42.
0.320511, 44400, 2018-03-09 15:59:05.
0.322342, 44450, 2018-03-09 15:59:28.
0.321517, 44500, 2018-03-09 15:59:50.
0.320174, 44550, 2018-03-09 16:00:13.
0.322528, 44600, 2018-03-09 16:00:35.
0.320785, 44650, 2018-03-09 16:00:58.
0.32123, 44700, 2018-03-09 16:01:21.
0.320191, 44750, 2018-03-09 16:01:43.
0.320423, 44800, 2018-03-09 16:02:06.
0.320076, 44850, 2018-03-09 16:02:29.
0.320425, 44900, 2018-03-09 16:02:52.
0.321446, 44950, 2018-03-09 16:03:15.
0.320274, 45000, 2018-03-09 16:03:38.
0.320301, 45050, 2018-03-09 16:04:01.
0.321596, 45100, 2018-03-09 16:04:24.
0.321611, 45150, 2018-03-09 16:04:47.
0.320466, 45200, 2018-03-09 16:05:10.
0.321126, 45250, 2018-03-09 16:05:33.
0.320666, 45300, 2018-03-09 16:05:56.
0.3197, 45350, 2018-03-09 16:06:19.
0.320914, 45400, 2018-03-09 16:06:42.
0.320561, 45450, 2018-03-09 16:07:05.
0.321316, 45500, 2018-03-09 16:07:28.
0.321001, 45550, 2018-03-09 16:07:51.
0.320147, 45600, 2018-03-09 16:08:13.
0.321376, 45650, 2018-03-09 16:08:36.
0.320196, 45700, 2018-03-09 16:08:59.
0.321283, 45750, 2018-03-09 16:09:22.
0.321232, 45800, 2018-03-09 16:09:45.
0.320242, 45850, 2018-03-09 16:10:08.
0.321925, 45900, 2018-03-09 16:10:31.
0.319852, 45950, 2018-03-09 16:10:54.
0.321129, 46000, 2018-03-09 16:11:17.
0.320266, 46050, 2018-03-09 16:11:40.
0.320076, 46100, 2018-03-09 16:12:03.
0.322318, 46150, 2018-03-09 16:12:26.
0.323433, 46200, 2018-03-09 16:12:49.
0.321589, 46250, 2018-03-09 16:13:11.
0.3205, 46300, 2018-03-09 16:13:34.
0.32028, 46350, 2018-03-09 16:13:57.
0.322777, 46400, 2018-03-09 16:14:20.
0.321083, 46450, 2018-03-09 16:14:43.
0.319859, 46500, 2018-03-09 16:15:06.
0.320549, 46550, 2018-03-09 16:15:29.
0.321658, 46600, 2018-03-09 16:15:52.
0.321496, 46650, 2018-03-09 16:16:15.
0.321494, 46700, 2018-03-09 16:16:38.
0.322521, 46750, 2018-03-09 16:17:01.
0.323119, 46800, 2018-03-09 16:17:23.
0.319897, 46850, 2018-03-09 16:17:46.
0.320739, 46900, 2018-03-09 16:18:09.
0.31992, 46950, 2018-03-09 16:18:32.
0.319843, 47000, 2018-03-09 16:18:55.
0.320052, 47050, 2018-03-09 16:19:18.
0.32051, 47100, 2018-03-09 16:19:41.
0.321899, 47150, 2018-03-09 16:20:04.
0.319513, 47200, 2018-03-09 16:20:27.
0.321377, 47250, 2018-03-09 16:20:50.
0.321547, 47300, 2018-03-09 16:21:13.
0.320042, 47350, 2018-03-09 16:21:35.
0.319941, 47400, 2018-03-09 16:21:59.
0.321704, 47450, 2018-03-09 16:22:21.
0.320428, 47500, 2018-03-09 16:22:44.
0.319761, 47550, 2018-03-09 16:23:07.
0.320887, 47600, 2018-03-09 16:23:29.
0.321193, 47650, 2018-03-09 16:23:52.
0.319929, 47700, 2018-03-09 16:24:14.
0.32237, 47750, 2018-03-09 16:24:37.
0.324883, 47800, 2018-03-09 16:25:00.
0.322806, 47850, 2018-03-09 16:25:22.
0.322351, 47900, 2018-03-09 16:25:43.
0.322741, 47950, 2018-03-09 16:26:05.
0.321618, 48000, 2018-03-09 16:26:28.
0.321884, 48050, 2018-03-09 16:26:50.
0.319951, 48100, 2018-03-09 16:27:13.
0.320335, 48150, 2018-03-09 16:27:35.
0.321701, 48200, 2018-03-09 16:27:58.
0.32115, 48250, 2018-03-09 16:28:20.
0.32233, 48300, 2018-03-09 16:28:43.
0.320594, 48350, 2018-03-09 16:29:05.
0.321264, 48400, 2018-03-09 16:29:28.
0.321314, 48450, 2018-03-09 16:29:50.
0.320945, 48500, 2018-03-09 16:30:13.
0.321717, 48550, 2018-03-09 16:30:35.
0.319158, 48600, 2018-03-09 16:31:02.
0.32034, 48650, 2018-03-09 16:31:24.
0.32141, 48700, 2018-03-09 16:31:47.
0.322147, 48750, 2018-03-09 16:32:10.
0.322204, 48800, 2018-03-09 16:32:32.
0.321926, 48850, 2018-03-09 16:32:55.
0.321764, 48900, 2018-03-09 16:33:18.
0.32011, 48950, 2018-03-09 16:33:40.
0.322453, 49000, 2018-03-09 16:34:03.
0.322122, 49050, 2018-03-09 16:34:26.
0.319713, 49100, 2018-03-09 16:34:48.
0.320744, 49150, 2018-03-09 16:35:11.
0.32142, 49200, 2018-03-09 16:35:33.
0.321269, 49250, 2018-03-09 16:35:56.
0.320045, 49300, 2018-03-09 16:36:18.
0.320855, 49350, 2018-03-09 16:36:41.
0.320905, 49400, 2018-03-09 16:37:03.
0.320907, 49450, 2018-03-09 16:37:26.
0.31955, 49500, 2018-03-09 16:37:48.
0.321091, 49550, 2018-03-09 16:38:11.
0.320796, 49600, 2018-03-09 16:38:33.
0.321017, 49650, 2018-03-09 16:38:55.
0.320476, 49700, 2018-03-09 16:39:18.
0.321784, 49750, 2018-03-09 16:39:40.
0.320749, 49800, 2018-03-09 16:40:03.
0.320544, 49850, 2018-03-09 16:40:25.
0.319082, 49900, 2018-03-09 16:40:50.
0.321085, 49950, 2018-03-09 16:41:13.
0.321613, 50000, 2018-03-09 16:41:35.
0.321368, 50050, 2018-03-09 16:41:58.
0.319116, 50100, 2018-03-09 16:42:20.
0.31933, 50150, 2018-03-09 16:42:43.
0.321314, 50200, 2018-03-09 16:43:05.
0.320574, 50250, 2018-03-09 16:43:28.
0.320642, 50300, 2018-03-09 16:43:51.
0.320718, 50350, 2018-03-09 16:44:13.
0.322846, 50400, 2018-03-09 16:44:35.
0.320384, 50450, 2018-03-09 16:44:58.
0.320515, 50500, 2018-03-09 16:45:20.
0.32094, 50550, 2018-03-09 16:45:42.
0.320738, 50600, 2018-03-09 16:46:05.
0.320912, 50650, 2018-03-09 16:46:27.
0.320896, 50700, 2018-03-09 16:46:49.
0.321719, 50750, 2018-03-09 16:47:12.
0.320279, 50800, 2018-03-09 16:47:34.
0.319727, 50850, 2018-03-09 16:47:57.
0.321268, 50900, 2018-03-09 16:48:19.
0.32044, 50950, 2018-03-09 16:48:42.
0.320915, 51000, 2018-03-09 16:49:04.
0.319664, 51050, 2018-03-09 16:49:26.
0.320727, 51100, 2018-03-09 16:49:48.
0.319819, 51150, 2018-03-09 16:50:11.
0.321795, 51200, 2018-03-09 16:50:33.
0.321142, 51250, 2018-03-09 16:50:55.
0.321752, 51300, 2018-03-09 16:51:18.
0.321784, 51350, 2018-03-09 16:51:40.
0.320053, 51400, 2018-03-09 16:52:02.
0.321784, 51450, 2018-03-09 16:52:24.
0.322211, 51500, 2018-03-09 16:52:47.
0.322282, 51550, 2018-03-09 16:53:09.
0.320985, 51600, 2018-03-09 16:53:31.
0.320031, 51650, 2018-03-09 16:53:54.
0.322117, 51700, 2018-03-09 16:54:16.
0.321228, 51750, 2018-03-09 16:54:38.
0.319586, 51800, 2018-03-09 16:55:00.
0.319283, 51850, 2018-03-09 16:55:23.
0.321454, 51900, 2018-03-09 16:55:45.
0.320192, 51950, 2018-03-09 16:56:07.
0.320972, 52000, 2018-03-09 16:56:29.
0.321088, 52050, 2018-03-09 16:56:51.
0.32217, 52100, 2018-03-09 16:57:14.
0.321524, 52150, 2018-03-09 16:57:36.
0.320873, 52200, 2018-03-09 16:57:58.
0.321759, 52250, 2018-03-09 16:58:20.
0.31992, 52300, 2018-03-09 16:58:42.
0.320468, 52350, 2018-03-09 16:59:05.
0.320842, 52400, 2018-03-09 16:59:27.
0.321109, 52450, 2018-03-09 16:59:49.
0.323683, 52500, 2018-03-09 17:00:11.
0.320069, 52550, 2018-03-09 17:00:33.
0.322815, 52600, 2018-03-09 17:00:55.
0.322513, 52650, 2018-03-09 17:01:17.
0.320031, 52700, 2018-03-09 17:01:41.
0.320783, 52750, 2018-03-09 17:02:04.
0.320562, 52800, 2018-03-09 17:02:26.
0.32065, 52850, 2018-03-09 17:02:49.
0.3209, 52900, 2018-03-09 17:03:11.
0.320429, 52950, 2018-03-09 17:03:34.
0.320168, 53000, 2018-03-09 17:03:56.
0.320634, 53050, 2018-03-09 17:04:19.
0.3212, 53100, 2018-03-09 17:04:42.
0.320943, 53150, 2018-03-09 17:05:04.
0.319802, 53200, 2018-03-09 17:05:27.
0.321828, 53250, 2018-03-09 17:05:49.
0.320669, 53300, 2018-03-09 17:06:12.
0.320877, 53350, 2018-03-09 17:06:34.
0.320844, 53400, 2018-03-09 17:06:57.
0.319368, 53450, 2018-03-09 17:07:19.
0.319437, 53500, 2018-03-09 17:07:42.
0.319946, 53550, 2018-03-09 17:08:04.
0.320011, 53600, 2018-03-09 17:08:27.
0.319829, 53650, 2018-03-09 17:08:49.
0.320464, 53700, 2018-03-09 17:09:12.
0.320803, 53750, 2018-03-09 17:09:34.
0.321041, 53800, 2018-03-09 17:09:57.
0.322738, 53850, 2018-03-09 17:10:19.
0.322031, 53900, 2018-03-09 17:10:42.
0.321132, 53950, 2018-03-09 17:11:04.
0.325089, 54000, 2018-03-09 17:11:27.
0.322055, 54050, 2018-03-09 17:11:49.
0.319938, 54100, 2018-03-09 17:12:12.
0.3206, 54150, 2018-03-09 17:12:34.
0.322502, 54200, 2018-03-09 17:12:57.
0.319824, 54250, 2018-03-09 17:13:19.
0.320466, 54300, 2018-03-09 17:13:42.
0.318802, 54350, 2018-03-09 17:14:07.
0.321306, 54400, 2018-03-09 17:14:29.
0.320277, 54450, 2018-03-09 17:14:52.
0.320302, 54500, 2018-03-09 17:15:14.
0.321728, 54550, 2018-03-09 17:15:37.
0.320474, 54600, 2018-03-09 17:15:59.
0.320569, 54650, 2018-03-09 17:16:22.
0.321408, 54700, 2018-03-09 17:16:45.
0.319788, 54750, 2018-03-09 17:17:07.
0.320351, 54800, 2018-03-09 17:17:30.
0.322721, 54850, 2018-03-09 17:17:52.
0.321932, 54900, 2018-03-09 17:18:15.
0.321062, 54950, 2018-03-09 17:18:38.
0.320803, 55000, 2018-03-09 17:19:00.
0.321008, 55050, 2018-03-09 17:19:23.
0.320061, 55100, 2018-03-09 17:19:45.
0.321372, 55150, 2018-03-09 17:20:08.
0.320053, 55200, 2018-03-09 17:20:31.
0.320766, 55250, 2018-03-09 17:20:53.
0.322073, 55300, 2018-03-09 17:21:16.
0.321058, 55350, 2018-03-09 17:21:39.
0.319258, 55400, 2018-03-09 17:22:02.
0.320277, 55450, 2018-03-09 17:22:25.
0.320948, 55500, 2018-03-09 17:22:48.
0.318955, 55550, 2018-03-09 17:23:11.
0.319602, 55600, 2018-03-09 17:23:34.
0.319159, 55650, 2018-03-09 17:23:58.
0.319584, 55700, 2018-03-09 17:24:21.
0.320637, 55750, 2018-03-09 17:24:44.
0.319176, 55800, 2018-03-09 17:25:07.
0.320712, 55850, 2018-03-09 17:25:30.
0.318392, 55900, 2018-03-09 17:25:56.
0.321742, 55950, 2018-03-09 17:26:20.
0.321066, 56000, 2018-03-09 17:26:43.
0.320942, 56050, 2018-03-09 17:27:06.
0.319499, 56100, 2018-03-09 17:27:29.
0.320093, 56150, 2018-03-09 17:27:53.
0.320924, 56200, 2018-03-09 17:28:16.
0.321121, 56250, 2018-03-09 17:28:39.
0.319745, 56300, 2018-03-09 17:29:02.
0.319769, 56350, 2018-03-09 17:29:25.
0.319606, 56400, 2018-03-09 17:29:49.
0.319336, 56450, 2018-03-09 17:30:12.
0.320878, 56500, 2018-03-09 17:30:35.
0.319632, 56550, 2018-03-09 17:30:58.
0.319207, 56600, 2018-03-09 17:31:21.
0.320328, 56650, 2018-03-09 17:31:44.
0.318772, 56700, 2018-03-09 17:32:08.
0.318966, 56750, 2018-03-09 17:32:31.
0.319249, 56800, 2018-03-09 17:32:54.
0.320302, 56850, 2018-03-09 17:33:17.
0.319793, 56900, 2018-03-09 17:33:40.
0.32034, 56950, 2018-03-09 17:34:03.
0.320599, 57000, 2018-03-09 17:34:27.
0.319567, 57050, 2018-03-09 17:34:50.
0.320932, 57100, 2018-03-09 17:35:13.
0.321925, 57150, 2018-03-09 17:35:36.
0.319687, 57200, 2018-03-09 17:35:59.
0.320258, 57250, 2018-03-09 17:36:22.
0.319436, 57300, 2018-03-09 17:36:45.
0.318491, 57350, 2018-03-09 17:37:09.
0.318676, 57400, 2018-03-09 17:37:32.
0.319686, 57450, 2018-03-09 17:37:55.
0.318735, 57500, 2018-03-09 17:38:18.
0.320064, 57550, 2018-03-09 17:38:41.
0.318525, 57600, 2018-03-09 17:39:04.
0.320303, 57650, 2018-03-09 17:39:27.
0.319694, 57700, 2018-03-09 17:39:50.
0.318607, 57750, 2018-03-09 17:40:14.
0.321097, 57800, 2018-03-09 17:40:37.
0.32109, 57850, 2018-03-09 17:41:00.
0.319322, 57900, 2018-03-09 17:41:24.
0.31927, 57950, 2018-03-09 17:41:47.
0.319207, 58000, 2018-03-09 17:42:10.
0.320197, 58050, 2018-03-09 17:42:33.
0.320555, 58100, 2018-03-09 17:42:57.
